id,kode
258,2365
259,2373
260,24
261,2415
262,245
263,2473
264,2508794452107
265,2508794452114
266,2508794452121
267,2508794452138
268,252522
269,252525
270,25555
271,255556
272,255665
273,2573
274,2574
275,2606
276,2610
277,264
278,2655
279,2656
280,2677
281,268
282,269
283,2693
284,27
285,270
286,2731
287,2742
288,2780
289,2782
290,2787
291,279
292,2796
293,28
294,280
295,2808
296,2809
297,281
298,2810
299,2810000903
300,2811
301,282
302,283
303,284
304,2847
305,2848
306,285
307,2855
308,2856
309,286
310,2860
311,287
312,2873
313,2875
314,289
315,292
316,293
317,2939
318,294
319,2958
320,297
321,2973
322,2976
323,298
324,299
325,2990
326,300
327,3005
328,3006
329,301
330,3014260301705
331,3014260786847
332,3014260803926
333,3014260803957
334,3014260821883
335,3014260842956
336,3014260855550
337,302
338,3024875060119
339,3029
340,3056
341,3065
342,308
343,3089
344,309
345,3090
346,3093
347,31
348,3105
349,3108
350,3116
351,3146
352,3166
353,3169
354,3170
355,3171
356,3175
357,3176
358,3177
359,318
360,320
361,3200
362,321
363,322
364,323
365,323334
366,324
367,3244
368,3246
369,3248
370,3256
371,3257
372,3258
373,3259
374,3260
375,3263
376,3287
377,3288
378,3298
379,33
380,330
381,3304
382,3307
383,331
384,3316
385,3323
386,333
387,334
388,335
389,3356
390,3357
391,3358
392,3359
393,336
394,34
395,3432
396,3442
397,3443
398,34454
399,3459
400,3499
401,350
402,3503
403,3515
404,352
405,3523
406,3524
407,3525
408,3590
409,3664
410,3665
411,3667
412,3668
413,3673
414,3674
415,3675
416,3682
417,370
418,371
419,3711
420,3714
421,3720
422,3747
423,3751
424,3752
425,376
426,3762
427,3767
428,3770
429,3776
430,378
431,38
432,380
433,381
434,382
435,3831
436,3832
437,3834
438,3843
439,386
440,3868
441,3869
442,388
443,3885
444,389
445,3897
446,39
447,3916
448,3918
449,392
450,3926
451,3928
452,394
453,3941
454,3965
455,3966
456,397
457,3978050832148
458,398
459,4005401171027
460,4005808694822
461,4005808713226
462,4007
463,4007817104118
464,4007817137284
465,4007817524206
466,4007817920121
467,4011
468,4012
469,402090048274
470,4039
471,4053
472,41
473,412030089571
474,4137
475,4143
476,416037695681
477,4164
478,4168
479,4173
480,42
481,4210201028079
482,422
483,4227
484,423
485,4233
486,4258
487,4259
488,427
489,4289
490,429
491,43
492,4312
493,433
494,434
495,435
496,436
497,44
498,440
499,4415
500,4417
501,4444444444444
502,45
503,45215
504,4545443
505,45456456
506,4547808804622
507,4549292041880
508,4549292041903
509,4549292041927
510,4549292041941
511,4549526600388
512,4552
513,4553
514,4564
515,45641457
516,4568782453866
517,46
518,4604
519,4605
520,4607
521,4676
522,47
523,4710117601217
524,4710363035965
525,4710363035989
526,4710587093987
527,4711036008569
528,4711036008705
529,4711036011101
530,4711036011330
531,4711036011347
532,4711036011354
533,4711036011361
534,4711036011378
535,4711036011392
536,4711036013365
537,4711036014140
538,4711036014348
539,4711036015321
540,4711036015390
541,4711036016748
542,4711036020714
543,4711036051701
544,4716206036267
545,4780
546,4789
547,4794
548,4800060420406
549,4800318407739
550,4800888141101
551,4800888157959
552,4800888161024
553,4800888172761
554,4801010120223
555,4801010127321
556,4801010560432
557,4801010560500
558,4801010561309
559,4801010561507
560,4801010562108
561,4809010740212
562,4836
563,4883
564,4884
565,4890
566,4891228410049
567,4891228410056
568,4891228607012
569,4893049120008
570,4893049120046
571,4893055015619
572,4899
573,49
574,4902430101981
575,4902430102001
576,4902430102018
577,4902430102247
578,4902430102254
579,4902430104203
580,4902430104395
581,4902430104487
582,4902430104845
583,4902430117203
584,4902430121361
585,4902430142076
586,4902430142083
587,4902430142410
588,4902430164023
589,4902430196345
590,4902430213899
591,4902430216159
592,4902430219013
593,4902430233644
594,4902430250160
595,4902430252607
596,4902430252812
597,4902430255714
598,4902430260183
599,4902430264853
600,4902430265003
601,4902430265591
602,4902430266772
603,4902430271905
604,4902430272827
605,4902430272872
606,4902430272889
607,4902430272902
608,4902430273916
609,4902430273923
610,4902430274159
611,4902430276436
612,4902430276443
613,4902430276481
614,4902430279062
615,4902430279307
616,4902430284134
617,4902430284288
618,4902430284295
619,4902430284301
620,4902430284318
621,4902430284325
622,4902430284646
623,4902430289023
624,4902430289450
625,4902430289511
626,4902430289658
627,4902430296298
628,4902430300995
629,4902430301008
630,4902430301015
631,4902430302425
632,4902430302449
633,4902430302470
634,4902430302494
635,4902430302500
636,4902430313209
637,4902430313483
638,4902430313919
639,4902430313933
640,4902430326551
641,4902430326575
642,4902430326582
643,4902430332163
644,4902430335386
645,4902430349062
646,4902430358583
647,4902430359856
648,4902430362917
649,4902430370950
650,4902430390095
651,4902430390156
652,4902430391139
653,4902430391160
654,4902430391177
655,4902430391184
656,4902430391191
657,4902430391214
658,4902430391504
659,4902430391788
660,4902430393126
661,4902430396028
662,4902430396356
663,4902430396363
664,4902430396370
665,4902430396998
666,4902430399333
667,4902430399364
668,4902430399371
669,4902430399418
670,4902430399456
671,4902430399531
672,4902430399623
673,4902430399630
674,4902430400527
675,4902430400602
676,4902430400640
677,4902430400664
678,4902430400688
679,4902430400695
680,4902430400725
681,4902430400732
682,4902430400862
683,4902430400879
684,4902430400886
685,4902430400909
686,4902430400947
687,4902430400978
688,4902430401142
689,4902430401159
690,4902430401173
691,4902430414289
692,4902430414296
693,4902430414944
694,4902430415729
695,4902430415736
696,4902430415743
697,4902430415750
698,4902430415767
699,4902430415873
700,4902430415897
701,4902430415934
702,4902430415958
703,4902430415972
704,4902430416023
705,4902430416030
706,4902430416542
707,4902430416559
708,4902430418300
709,4902430419017
710,4902430428118
711,4902430428316
712,4902430428354
713,490243042836
714,4902430428361
715,4902430428378
716,4902430428385
717,4902430428408
718,4902430428415
719,4902430428422
720,4902430428439
721,4902430428460
722,4902430429368
723,4902430429375
724,4902430429382
725,4902430429399
726,4902430429405
727,4902430430869
728,4902430430883
729,4902430432245
730,4902430432252
731,4902430432269
732,4902430432603
733,4902430433082
734,4902430436250
735,4902430436717
736,4902430451086
737,4902430451451
738,4902430451475
739,4902430451512
740,4902430452724
741,4902430452786
742,4902430453172
743,4902430458757
744,4902430458764
745,4902430458788
746,4902430461313
747,4902430463300
748,4902430463324
749,4902430463805
750,4902430468930
751,4902430473224
752,4902430477161
753,4902430477185
754,4902430482783
755,4902430504355
756,4902430504454
757,4902430504522
758,4902430504584
759,4902430506960
760,4902430507066
761,4902430507172
762,4902430507516
763,4902430507523
764,4902430532884
765,4902430533997
766,4902430534000
767,4902430534079
768,4902430538572
769,4902430538596
770,4902430538602
771,4902430542739
772,4902430542753
773,4902430553629
774,4902430553636
775,4902430557122
776,4902430557139
777,4902430557146
778,4902430557153
779,4902430557207
780,4902430563864
781,4902430563871
782,4902430563888
783,4902430563895
784,4902430563901
785,4902430563918
786,4902430563925
787,4902430563932
788,4902430563949
789,4902430566834
790,4902430566858
791,4902430566865
792,4902430566872
793,4902430566889
794,4902430566896
795,4902430566988
796,4902430594721
797,4902430611251
798,4902430611305
799,4902430640893
800,4902430640909
801,4902430641180
802,4902430641197
803,4902430641531
804,4902430642057
805,4902430660563
806,4902430693455
807,4902430697941
808,4902430697965
809,4902430697972
810,4902430697996
811,4902430720274
812,4902430720298
813,4902430734929
814,4902430737142
815,4902430745703
816,4902430753333
817,4902430759229
818,4902430963343
819,4902430963350
820,4902430963367
821,4902430972260
822,4902430975858
823,4902505166457
824,4902505166761
825,4902806016420
826,4902870729141
827,4902870762131
828,4902870775711
829,4906
830,491558
831,4938
832,4960999617053
833,4968306479585
834,4968306479592
835,4968306479608
836,4968306479653
837,4968306479660
838,4968306479677
839,4970129000518
840,4970129004516
841,4970129028512
842,4970129030515
843,4970129031512
844,4970129056010
845,4970129724483
846,4970129726517
847,4970129726524
848,4970129726531
849,4970129726548
850,4970129727514
851,4970129727521
852,4970129727538
853,4970129727545
854,4970129732518
855,4970129732532
856,4970129733010
857,4970430100518
858,4970430661316
859,4970430661415
860,4970430661613
861,4970430661910
862,4976
863,4987176002679
864,4987176002730
865,4987176003829
866,4987176004611
867,4987176006783
868,4987176006882
869,4987176006998
870,4987176600554
871,50
872,5013405654957
873,5013405655497
874,5022
875,5030
876,5038
877,5039
878,5040
879,5047
880,5073
881,5077
882,5087
883,5097
884,51
885,5110
886,5135
887,5137
888,5138
889,5170
890,5178
891,5191
892,5204214013299
893,5207
894,5210
895,5216
896,5218
897,5245
898,5299
899,53
900,5362
901,54
902,5404
903,5418
904,5419
905,5421
906,5423
907,5432
908,5433
909,5434
910,5435
911,5436
912,5454121
913,5463
914,5487
915,5491
916,55
917,5512
918,5513
919,5531
920,5532
921,5533
922,5575
923,5584
924,5585
925,5587
926,56
927,5607
928,5619889536118
929,5644
930,564452
931,56565656
932,57
933,5702231452010
934,5702231453109
935,5702231453147
936,5702231453222
937,5702231453239
938,5702231453451
939,5702231453727
940,5702231465126
941,5702231465195
942,5702231465614
943,5702234211010
944,5702234211041
945,5702234211058
946,5702234211102
947,5702234211614
948,5702234211638
949,5702234211645
950,5702234211652
951,5702238211009
952,5709
953,5710
954,5711
955,5737
956,5738
957,5740
958,5745
959,5746
960,5747
961,5752
962,5762
963,5767
964,579
965,58
966,5815
967,5816
968,5831
969,5832
970,5872
971,5881
972,5883
973,5885
974,5921
975,5962
976,5972
977,5987
978,60
979,6011
980,6012
981,6013
982,6015
983,6018318103027
984,6025168110471
985,6035
986,6055
987,6058
988,6059
989,6060
990,6063
991,6064
992,6115
993,6131
994,6162
995,6164
996,6177
997,6181
998,6182
999,619333100001
1000,620032
1001,6210
1002,6211
1003,6212
1004,6216
1005,6217
1006,6219
1007,6221050002231
1008,6230
1009,6248
1010,6268
1011,63
1012,6329
1013,6330
1014,6331
1015,6333
1016,6334
1017,6335
1018,6384
1019,6385
1020,6386
1021,64
1022,6428
1023,6473
1024,6474
1025,6492
1026,6493
1027,6494
1028,6495
1029,6496
1030,6501
1031,6520
1032,6535
1033,6542
1034,6575
1035,66
1036,6609
1037,6610
1038,6622
1039,6623
1040,6624
1041,6630
1042,66444
1043,6647
1044,6648
1045,6651
1046,6671
1047,6672
1048,6700
1049,6701
1050,6703
1051,6704
1052,6708
1053,6709
1054,6724
1055,6727
1056,6729
1057,6732
1058,6745
1059,6746
1060,6747
1061,6750
1062,6751
1063,6756
1064,6760
1065,6767
1066,6768
1067,6789
1068,68
1069,6818
1070,6844
1071,6861
1072,6869
1073,6870
1074,6871
1075,6872
1076,6873
1077,6874
1078,6881
1079,6890
1080,6891
1081,6892
1082,69
1083,6901404010814
1084,6901404011255
1085,6901668053121
1086,69024894
1087,6903568850374
1088,6908594414019
1089,6908594414026
1090,6908594417034
1091,6908594419021
1092,6910100011582
1093,6912
1094,6913
1095,6914973600362
1096,6914973600669
1097,6917
1098,6920403162751
1099,6921434400041
1100,6921434400058
1101,6921434400065
1102,6921696180002
1103,6921696180026
1104,6923041321214
1105,6923492589348
1106,6923492589355
1107,6923492589362
1108,6923655502139
1109,6923655533744
1110,6923655534840
1111,6923655535304
1112,6923655537179
1113,6923655544696
1114,6923655550154
1115,6924187850972
1116,6924187851658
1117,6924247425676
1118,6925473825278
1119,6925473832009
1120,6925473835802
1121,6925473850300
1122,6925473850775
1123,6925473850942
1124,6925473851031
1125,6925473851062
1126,6925473851109
1127,6925473851147
1128,6925473851192
1129,6925473851468
1130,6925473851482
1131,6925473851499
1132,6925473851543
1133,6925473851567
1134,6925473851680
1135,6925473851758
1136,6925473851772
1137,6925473851789
1138,6925689803473
1139,6925722100132
1140,6926
1141,6927833104481
1142,6928114180569
1143,6928395766582
1144,6928820029558
1145,6928820029572
1146,6930616605198
1147,69319277403459
1148,6932255599821
1149,6932604947488
1150,6936063817009
1151,6940
1152,6941094300253
1153,6941287410042
1154,6945208210087
1155,6946537047443
1156,6946537047481
1157,6954725603500
1158,6955818208350
1159,6973
1160,6976
1161,6986
1162,6987
1163,6988
1164,6992141111971
1165,6995
1166,6998
1167,7012
1168,7040
1169,7042
1170,7048
1171,7049
1172,7050
1173,7051
1174,7068
1175,7071
1176,7079
1177,71
1178,7109
1179,711844110113
1180,711844110700
1181,711844110762
1182,711844115057
1183,711844120037
1184,711844120082
1185,711844120105
1186,711844120396
1187,711844120402
1188,711844130111
1189,711844160033
1190,711844160071
1191,711844162402
1192,711844162419
1193,711844162426
1194,711844167001
1195,711844330009
1196,7137
1197,7138
1198,7140
1199,7141
1200,7145
1201,7154
1202,717
1203,7170029
1204,7170067
1205,7170072
1206,7170073
1207,7170075
1208,7170077
1209,7170081
1210,7170084
1211,7170085
1212,7170086
1213,7170092
1214,7170093
1215,7170095
1216,7170099
1217,7170296
1218,7170387
1219,7170459
1220,7170683
1221,717107
1222,717121
1223,7172781
1224,7172960
1225,717307
1226,7173179
1227,7173322
1228,7173324
1229,7173518
1230,7173833
1231,7173915
1232,7174175
1233,7174176
1234,7174313
1235,7174412
1236,7174515
1237,7174837
1238,7174838
1239,7175111
1240,7175399
1241,7175422
1242,7175543
1243,7175583
1244,7175586
1245,7175814
1246,7175880
1247,7176060
1248,7176393
1249,7176425
1250,7176426
1251,7176427
1252,7176431
1253,7176432
1254,7176493
1255,71765
1256,7176525
1257,7176526
1258,7176527
1259,7176528
1260,7176529
1261,7176530
1262,7176531
1263,7176532
1264,7176533
1265,7176534
1266,7176535
1267,7176536
1268,7176537
1269,7176538
1270,7176539
1271,717654
1272,7176540
1273,7176541
1274,7176544
1275,7176545
1276,7176546
1277,7176547
1278,7176549
1279,7176550
1280,7176551
1281,7176552
1282,7176553
1283,7176554
1284,7176555
1285,7176556
1286,7176557
1287,7176558
1288,7176559
1289,7176560
1290,7176561
1291,7176562
1292,7176563
1293,7176564
1294,7176565
1295,7176566
1296,7176567
1297,7176568
1298,7176569
1299,7176570
1300,7176571
1301,7176572
1302,7176575
1303,7176576
1304,7176577
1305,7176578
1306,7176579
1307,7176580
1308,7176581
1309,7176582
1310,7176583
1311,7176584
1312,7176585
1313,7176586
1314,7176587
1315,7176588
1316,7176589
1317,7176590
1318,7176591
1319,7176592
1320,7176593
1321,7176594
1322,7176595
1323,7176596
1324,7176597
1325,71765979
1326,7176598
1327,7176599
1328,7176600
1329,7176601
1330,7176602
1331,7176603
1332,7176604
1333,7176605
1334,7176606
1335,7176607
1336,7176608
1337,7176609
1338,7176610
1339,7176611
1340,7176612
1341,7176613
1342,7176614
1343,7176615
1344,7176616
1345,7176617
1346,7176618
1347,7176620
1348,7176621
1349,7176622
1350,7176623
1351,7176624
1352,7176625
1353,7176626
1354,7176627
1355,7176628
1356,7176629
1357,7176630
1358,7176631
1359,7176632
1360,7176633
1361,7176634
1362,7176635
1363,7176636
1364,7176637
1365,7176638
1366,7176639
1367,7176640
1368,7176641
1369,7176642
1370,7176643
1371,7176644
1372,7176645
1373,7176646
1374,7176647
1375,7176648
1376,7176649
1377,7176650
1378,7176651
1379,7176652
1380,7176653
1381,7176654
1382,7176655
1383,7176656
1384,7176657
1385,7176658
1386,7176659
1387,7176660
1388,7176661
1389,7176662
1390,7176663
1391,7176664
1392,7176665
1393,7176666
1394,7176667
1395,7176668
1396,7176669
1397,7176670
1398,7176671
1399,7176672
1400,7176673
1401,7176674
1402,7176675
1403,7176684
1404,7176685
1405,7176686
1406,7176687
1407,7176688
1408,7176689
1409,7176690
1410,7176691
1411,7176692
1412,7176693
1413,7176694
1414,7176695
1415,7176696
1416,7176697
1417,7176698
1418,7176699
1419,7176700
1420,7176701
1421,7176702
1422,71767021
1423,7176703
1424,7176704
1425,7176705
1426,7176706
1427,7176707
1428,7176708
1429,7176709
1430,7176710
1431,7176711
1432,7176715
1433,7176716
1434,7176717
1435,7176718
1436,7176719
1437,7176720
1438,7176721
1439,7176722
1440,7176723
1441,7176724
1442,7176725
1443,7176726
1444,7176727
1445,7176728
1446,7176729
1447,7176730
1448,7176731
1449,7176745
1450,7176746
1451,7176747
1452,7176748
1453,7176749
1454,7176752
1455,7176753
1456,7176754
1457,7176755
1458,7176758
1459,7176776
1460,7176785
1461,7176788
1462,7176789
1463,7176794
1464,7176795
1465,7176796
1466,7176797
1467,7176798
1468,7176799
1469,7176800
1470,7176801
1471,7176802
1472,7176803
1473,7176804
1474,7176805
1475,7176806
1476,7176807
1477,7176808
1478,7176809
1479,7176810
1480,7176815
1481,7176816
1482,7176817
1483,7176819
1484,7176820
1485,7176821
1486,7176822
1487,7176823
1488,7176826
1489,7176827
1490,7176828
1491,7176829
1492,7176830
1493,7176831
1494,7176832
1495,7176833
1496,7176834
1497,71768359
1498,7176839
1499,7176840
1500,7176841
1501,7176861
1502,7176862
1503,7176863
1504,7176864
1505,7176865
1506,7176866
1507,7176867
1508,7176868
1509,7176871
1510,7176872
1511,7176873
1512,7176874
1513,7176875
1514,7176876
1515,7176904
1516,7176906
1517,7176907
1518,7176908
1519,7176909
1520,7176910
1521,7176911
1522,7176912
1523,7176913
1524,7176914
1525,7176915
1526,7176916
1527,7176921
1528,7176922
1529,7176934
1530,7176935
1531,7176936
1532,7176937
1533,7176938
1534,7176939
1535,7176940
1536,7176941
1537,7176942
1538,7176943
1539,7176944
1540,7176945
1541,7176946
1542,7176947
1543,7176948
1544,7176949
1545,7176950
1546,7176951
1547,7176955
1548,7176956
1549,7176957
1550,7176958
1551,7176959
1552,7176960
1553,7176961
1554,7176962
1555,7176963
1556,7176964
1557,7176965
1558,7176966
1559,7176967
1560,7176968
1561,7176969
1562,7176970
1563,7176971
1564,7176972
1565,7176973
1566,7176974
1567,7176975
1568,7176976
1569,7176977
1570,7176978
1571,7176979
1572,7176980
1573,7176981
1574,7176982
1575,7176983
1576,7176984
1577,7176985
1578,7176986
1579,7176987
1580,7176988
1581,7176989
1582,7176990
1583,7176991
1584,7176992
1585,7176993
1586,7176994
1587,7176995
1588,7176996
1589,7176997
1590,7176998
1591,7176999
1592,7177000
1593,7177001
1594,7177002
1595,7177003
1596,7177004
1597,7177005
1598,7177006
1599,7177022
1600,7177023
1601,7177024
1602,7177028
1603,7177029
1604,7177030
1605,7177031
1606,7177032
1607,7177033
1608,7177034
1609,7177035
1610,7177038
1611,7177039
1612,7177040
1613,7177047
1614,7177050
1615,7177051
1616,7177057
1617,7177058
1618,7177059
1619,7177064
1620,7177065
1621,7177066
1622,7177067
1623,7177068
1624,7177069
1625,7177070
1626,7177071
1627,7177072
1628,7177073
1629,7177074
1630,7177075
1631,7177078
1632,7177080
1633,7177081
1634,7177082
1635,7177083
1636,7177085
1637,7177086
1638,7177087
1639,7177092
1640,7177093
1641,7177094
1642,7177095
1643,7177096
1644,7177102
1645,7177103
1646,7177104
1647,7177105
1648,7177106
1649,7177107
1650,7177116
1651,7177117
1652,7177124
1653,7177126
1654,7177127
1655,7177128
1656,7177129
1657,7177130
1658,7177131
1659,7177132
1660,7177133
1661,7177134
1662,7177135
1663,7177136
1664,7177139
1665,7177140
1666,7177141
1667,7177142
1668,7177143
1669,7177144
1670,7177146
1671,7177147
1672,7177148
1673,7177149
1674,7177150
1675,7177151
1676,7177152
1677,7177153
1678,7177154
1679,7177155
1680,7177156
1681,7177157
1682,7177158
1683,7177164
1684,7177168
1685,7177169
1686,7177183
1687,7177184
1688,7177185
1689,7177187
1690,7177188
1691,7177192
1692,7177193
1693,7177194
1694,7177195
1695,7177196
1696,7177197
1697,7177199
1698,7177200
1699,7177201
1700,7177202
1701,7177203
1702,7177204
1703,7177205
1704,7177206
1705,7177207
1706,7177208
1707,7177209
1708,7177210
1709,7177211
1710,7177212
1711,7177213
1712,7177214
1713,7177215
1714,7177216
1715,7177217
1716,7177218
1717,7177219
1718,7177220
1719,7177221
1720,7177222
1721,7177223
1722,7177224
1723,7177225
1724,7177226
1725,7177227
1726,7177228
1727,7177229
1728,7177230
1729,7177231
1730,7177232
1731,7177233
1732,7177234
1733,7177235
1734,7177236
1735,7177237
1736,7177265
1737,7177269
1738,7177270
1739,7177272
1740,7177273
1741,7177278
1742,7177280
1743,7177281
1744,7177282
1745,7177294
1746,7177295
1747,7177296
1748,7177301
1749,7177303
1750,7177304
1751,7177305
1752,7177311
1753,7177313
1754,7177315
1755,7177318
1756,7177344
1757,7177346
1758,7177347
1759,7177348
1760,7177349
1761,7177350
1762,7177351
1763,7177352
1764,7177353
1765,7177354
1766,7177355
1767,7177356
1768,7177357
1769,7177358
1770,7177359
1771,7177361
1772,7177362
1773,7177363
1774,7177364
1775,7177365
1776,7177375
1777,7177388
1778,7177389
1779,7177417
1780,7177418
1781,7177419
1782,7177420
1783,7177775
1784,7177777
1785,7178498
1786,7179184
1787,7179421
1788,7179997
1789,7179998
1790,7179999
1791,7197
1792,7204
1793,74
1794,749921000378
1795,749921000583
1796,749921000651
1797,749921002013
1798,749921005113
1799,749921005373
1800,749921005946
1801,749921006110
1802,749921006158
1803,749921006172
1804,749921006646
1805,749921006738
1806,749921006752
1807,749921006820
1808,749921006868
1809,749921009661
1810,749921010018
1811,749921010032
1812,749921010049
1813,749921010292
1814,749921010360
1815,749921010391
1816,749921030016
1817,749921030030
1818,749921030085
1819,749921030146
1820,7546
1821,76
1822,7622210027627
1823,7622210077912
1824,7622210287045
1825,7622210287212
1826,7622210360472
1827,7622210437617
1828,7622210437686
1829,7622210437709
1830,7622210462534
1831,7622210476005
1832,7622210476043
1833,7622210476067
1834,7622210609359
1835,7622210609397
1836,7622210640994
1837,7622210681614
1838,7622210708434
1839,7622210726247
1840,7622210726285
1841,7622210737533
1842,7622300136048
1843,7622300136055
1844,7622300335809
1845,7622300405588
1846,7622300442231
1847,7622300442392
1848,7622300442477
1849,7622300442507
1850,7622300450489
1851,7622300484071
1852,7622300484095
1853,7622300650728
1854,7622300650827
1855,7622300650902
1856,7622300705589
1857,7622300761349
1858,7622300761363
1859,7640129890040
1860,7717084
1861,7785799441182
1862,78
1863,7882325348264
1864,79
1865,793963
1866,80
1867,8001090006073
1868,800142333031
1869,800142384200
1870,800142384309
1871,800142384316
1872,800142384385
1873,800142384392
1874,800142384408
1875,800142384415
1876,800142384439
1877,800142384651
1878,800142384828
1879,800142384835
1880,800142386099
1881,800142623101
1882,800142624108
1883,8118972511188
1884,8170568912854
1885,82
1886,8286073260400
1887,83
1888,8465358415012
1889,8694302014609
1890,8694302024608
1891,87
1892,8746
1893,876547895429
1894,876547895573
1895,8798
1896,88
1897,8836733575858
1898,8850007014478
1899,8850007652564
1900,8850007652588
1901,8850007700050
1902,8850007812838
1903,8850169402502
1904,8850169403011
1905,8850169412501
1906,8850169413010
1907,8850169432509
1908,8850169442508
1909,8850169461158
1910,8850169519507
1911,8850169850839
1912,8851111200207
1913,8851111201204
1914,8851111400065
1915,8851111400157
1916,8851111400362
1917,8851123212038
1918,8851818003101
1919,8851818097803
1920,8851818537309
1921,8851818936805
1922,8851818936812
1923,8851932171403
1924,8851932172264
1925,8851932181853
1926,8851932266369
1927,8851932310352
1928,8851932320863
1929,8851932343831
1930,8851932365192
1931,8851932368506
1932,8852008300116
1933,8852008300130
1934,8852008300741
1935,8852008302363
1936,8852008510010
1937,8870608424520
1938,88820293
1939,88820309
1940,8885007024080
1941,8885007024097
1942,8885007024103
1943,8885007024110
1944,8886001012233
1945,8886001038011
1946,8886001100855
1947,8886007811038
1948,8886007811076
1949,8886007811113
1950,8886007811427
1951,8886007811533
1952,8886007811915
1953,8886008101046
1954,8886008101053
1955,8886008101091
1956,8886008101336
1957,8886012800270
1958,8886012802052
1959,8886012805206
1960,8886012808108
1961,8886012808115
1962,8886012808122
1963,8886012808146
1964,8886012880227
1965,8886012882337
1966,8886012883242
1967,8886012883259
1968,8886012883266
1969,8886012883273
1970,8886012895122
1971,8886012895207
1972,8886013213208
1973,8886013217480
1974,8886013221203
1975,8886013222408
1976,8886013223207
1977,8886013236207
1978,8886013237600
1979,8886013245483
1980,8886013257400
1981,8886013273400
1982,8886013281481
1983,8886013281603
1984,8886013297406
1985,8886013300601
1986,8886013304609
1987,8886013338604
1988,8886013351108
1989,8886013366485
1990,8886013402206
1991,8886013405368
1992,8886013413127
1993,8886013414155
1994,8886013417149
1995,8886013425120
1996,8886013425205
1997,8886013437123
1998,8886013439127
1999,8886013456483
2000,8886013457725
2001,8886013458128
2002,8886013464037
2003,8886013464129
2004,8886013469148
2005,8886013481805
2006,8886013490142
2007,8886015201111
2008,8886015203115
2009,8886015215842
2010,8886015246297
2011,8886015401030
2012,8886015402037
2013,8886015403034
2014,8886015405106
2015,8886015409289
2016,8886015414061
2017,8886015418090
2018,8886015423131
2019,8886015427108
2020,8886015427139
2021,8886015427238
2022,8886015427603
2023,8886015428136
2024,8886015428235
2025,8886015428600
2026,8886015430139
2027,8886015433123
2028,8886015617608
2029,8886020001058
2030,8886020033431
2031,8886022810078
2032,8886022830243
2033,8886022940379
